CLIENTNUM,idstatus,Customer_Age,Gender,Dependent_count,Educationid,Maritalid,Income_Category,card_categoryid,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
714851058,1,31,M,0,2,1,$40K - $60K,1,21,3,3,0,2158,1729,429,1718,42,0.801
823535133,1,45,M,2,3,3,$80K - $120K,1,41,6,2,2,23271,1262,22009,1402,34,0.054
708455883,2,57,M,1,2,2,$80K - $120K,1,36,2,3,2,10244,861,9383,1127,29,0.084
780095808,1,43,M,3,4,0,$60K - $80K,1,30,3,2,1,2588,1669,919,1053,31,0.645
709207458,1,44,M,3,2,1,$40K - $60K,1,27,4,2,3,10747,1603,9144,1340,25,0.149
763895958,2,53,M,2,1,1,$120K +,1,46,4,3,1,7474,0,7474,732,21,0
715942683,1,32,F,3,2,2,Less than $40K,1,36,3,1,3,3555,0,3555,2346,71,0
721301733,1,53,M,1,2,1,$80K - $120K,1,38,6,3,2,22140,733,21407,1580,45,0.033
711927108,2,54,M,3,1,1,$80K - $120K,1,36,2,3,4,9457,350,9107,1196,28,0.037
718083483,1,42,M,3,3,3,Less than $40K,1,35,4,5,0,6218,2134,4084,2086,50,0.343
717548358,1,38,F,1,5,1,Less than $40K,1,25,3,3,1,2580,2265,315,1665,57,0.878
816829608,1,44,M,2,4,1,$80K - $120K,1,39,6,2,2,1438.3,0,1438.3,1495,39,0
713936583,1,54,M,2,2,1,$60K - $80K,1,43,6,3,1,6224,1892,4332,2187,58,0.304
709682658,1,37,F,4,1,2,$40K - $60K,1,36,5,3,1,3093,2517,576,1371,23,0.814
793889508,1,48,F,2,2,1,$40K - $60K,1,42,4,3,3,4076,0,4076,1235,37,0
714648933,1,55,F,3,2,1,Unknown,1,36,3,2,0,4861,1123,3738,1556,40,0.231
711556533,1,43,F,1,2,3,Unknown,1,36,6,3,3,9851,0,9851,1212,24,0
717420333,1,37,M,1,1,2,$60K - $80K,1,26,4,3,2,7349,2517,4832,2701,60,0.342
768921933,1,34,M,2,1,1,$60K - $80K,1,28,3,3,3,2853,2420,433,1750,47,0.848
714311583,1,46,F,4,2,2,Unknown,1,36,4,3,2,17023,1084,15939,1610,43,0.064
717707133,1,32,M,1,4,2,$40K - $60K,1,24,6,2,3,10060,2322,7738,2184,63,0.231
716043258,1,53,M,3,4,1,$40K - $60K,1,41,6,1,2,1595,870,725,1745,41,0.545
716343408,1,46,M,3,2,0,$80K - $120K,1,38,3,2,1,8475,1385,7090,1381,40,0.163
718909158,1,38,M,1,5,1,Less than $40K,1,25,6,3,3,5559,658,4901,1793,37,0.118
719471433,1,31,F,0,2,1,Less than $40K,1,22,3,3,2,2917,2127,790,1831,36,0.729
712763808,1,38,M,2,4,2,$60K - $80K,1,36,3,3,3,6692,2037,4655,1468,36,0.304
711147483,2,46,F,3,2,2,Less than $40K,1,28,2,2,3,8551,1067,7484,1097,32,0.125
719788833,1,47,M,3,1,1,$60K - $80K,1,36,6,2,3,10569,0,10569,1682,44,0
715168983,1,47,F,3,2,1,Less than $40K,1,36,5,2,2,7051,0,7051,1451,37,0
714306258,1,56,M,1,5,1,$60K - $80K,1,46,3,2,1,10117,2242,7875,1509,44,0.222
713828208,1,47,M,2,3,3,$60K - $80K,1,36,6,2,1,8311,0,8311,1895,57,0
710574558,1,47,M,4,2,2,$80K - $120K,1,41,5,3,2,26442,1642,24800,1403,40,0.062
710947683,1,64,F,0,2,1,Less than $40K,1,51,6,3,1,4920,1142,3778,1420,31,0.232
711113958,1,37,F,3,4,1,Less than $40K,1,25,6,2,1,1438.3,674,764.3,1717,31,0.469
718923858,1,42,M,1,5,1,$60K - $80K,3,29,5,2,2,26750,1204,25546,1131,29,0.045
752666508,1,41,M,4,5,1,$80K - $120K,3,34,4,3,3,34516,1347,33169,1005,22,0.039
712672083,1,65,F,0,1,1,Less than $40K,1,36,3,3,2,1438.3,747,691.3,948,24,0.519
719863758,1,49,F,3,6,1,$40K - $60K,1,41,6,2,2,1869,758,1111,1549,34,0.406
720990183,2,54,M,5,1,1,$60K - $80K,1,36,5,2,3,14539,0,14539,965,26,0
720718908,1,46,M,3,3,2,$120K +,1,36,5,1,3,26977,1961,25016,1958,41,0.073
721250358,1,50,M,2,4,1,$40K - $60K,1,36,3,1,3,5426,1478,3948,1266,22,0.272
779773533,1,50,F,3,4,1,Less than $40K,1,34,6,1,3,7623,2517,5106,1367,29,0.33
708249708,1,48,F,1,7,1,Less than $40K,1,39,3,3,3,4844,1576,3268,1489,48,0.325
713967783,1,62,F,0,4,1,Unknown,1,52,6,1,1,2683,1707,976,1582,33,0.636
779506158,1,39,F,1,5,1,Less than $40K,1,22,3,1,2,3214,2257,957,2516,42,0.702
759823158,1,46,M,1,4,1,$60K - $80K,1,39,4,3,3,5374,2324,3050,1557,49,0.432
716608608,2,41,M,2,3,1,$80K - $120K,1,33,5,3,3,8004,1452,6552,1084,32,0.181
789528183,1,39,F,2,2,1,Unknown,1,31,4,2,3,1438.3,997,441.3,2583,47,0.693
708895158,1,46,M,2,4,1,$80K - $120K,1,34,3,3,3,2925,2365,560,1371,30,0.809
824805858,1,39,F,2,3,2,Less than $40K,1,35,5,3,3,9235,1479,7756,1537,49,0.16
720840108,1,44,M,0,3,1,Less than $40K,1,24,5,3,0,8837,2103,6734,3753,60,0.238
787595658,1,57,F,3,4,2,Less than $40K,1,29,6,1,1,8801,1421,7380,1104,31,0.161
720244983,1,40,M,3,4,2,$40K - $60K,1,28,4,1,1,3563,1707,1856,1482,42,0.479
713220258,1,65,F,0,1,1,Unknown,1,36,4,3,2,8138,2104,6034,1299,29,0.259
813469458,1,26,F,1,2,2,$40K - $60K,1,20,6,3,3,1438.3,673,765.3,2167,48,0.468
788939358,1,47,M,2,1,3,$60K - $80K,1,33,4,2,2,2458,1399,1059,1563,40,0.569
718870158,1,47,M,4,1,1,$60K - $80K,1,34,5,2,3,4592,1635,2957,1772,52,0.356
788673708,2,57,F,2,1,1,$40K - $60K,1,45,2,1,3,1438.3,0,1438.3,1254,35,0
711809283,1,31,M,1,4,1,Less than $40K,1,36,3,3,3,1868,1515,353,2229,35,0.811
816513108,1,54,M,4,2,1,$60K - $80K,1,49,3,1,2,5269,1099,4170,2195,63,0.209
718594608,1,43,F,2,6,1,Unknown,1,36,3,3,3,20156,1759,18397,1362,28,0.087
823606983,1,39,M,2,5,1,$60K - $80K,1,35,4,3,2,7410,2517,4893,2398,37,0.34
717028158,1,53,M,3,2,1,$120K +,1,44,3,2,3,12163,2082,10081,2649,56,0.171
788485908,1,44,M,3,4,1,$60K - $80K,1,37,3,2,3,6224,0,6224,1463,34,0
714472608,1,59,M,0,5,1,Less than $40K,1,49,3,3,3,4250,1095,3155,1174,27,0.258
710793783,1,53,F,3,2,1,Unknown,1,40,6,3,1,12059,1978,10081,1836,36,0.164
794340033,1,34,F,3,3,1,$40K - $60K,1,28,5,1,3,2799,1762,1037,1817,39,0.63
716462658,1,47,M,4,7,2,$80K - $120K,1,36,3,1,1,18037,0,18037,1387,36,0
718050033,1,54,M,2,5,1,$120K +,1,43,3,2,3,5657,1719,3938,2028,55,0.304
714023808,1,42,F,2,2,1,Unknown,1,33,6,1,1,13770,2517,11253,1582,36,0.183
716341833,1,53,F,3,5,1,Less than $40K,1,44,6,2,3,4646,1730,2916,1774,37,0.372
719648358,1,50,M,2,2,2,$80K - $120K,1,35,3,3,1,2514,1521,993,1636,36,0.605
816600933,2,56,M,0,5,1,$80K - $120K,1,51,3,2,3,14501,0,14501,1031,25,0
714208533,2,43,M,3,1,1,$60K - $80K,1,36,1,3,3,8663,288,8375,916,33,0.033
713095533,1,44,F,4,1,0,Less than $40K,1,36,5,3,3,2333,1485,848,1198,31,0.637
809967783,1,34,F,4,2,0,$40K - $60K,1,26,5,5,3,3038,1539,1499,2189,54,0.507
715848408,1,61,M,1,2,3,$80K - $120K,1,52,6,6,1,8851,0,8851,1257,36,0
714414483,1,54,F,0,4,1,Less than $40K,1,44,6,3,1,2945,2206,739,1503,35,0.749
708655983,1,49,F,3,1,0,Unknown,1,40,3,3,2,5267,0,5267,1353,24,0
720426708,2,56,M,3,1,2,$60K - $80K,1,45,2,1,3,8512,0,8512,811,27,0
713743158,1,47,M,1,2,1,$60K - $80K,1,36,4,3,2,19063,1714,17349,1270,21,0.09
721279083,1,53,M,4,2,2,$80K - $120K,1,33,5,3,3,5376,1177,4199,1840,53,0.219
779149683,1,30,F,0,2,0,Unknown,1,13,5,1,2,7772,1890,5882,2585,75,0.243
714970458,1,39,F,2,1,1,$40K - $60K,1,29,6,1,1,9173,2047,7126,1807,33,0.223
719070108,1,44,M,2,2,1,$80K - $120K,3,35,4,1,3,34516,1726,32790,1729,52,0.05
715490733,1,54,F,3,3,2,Unknown,1,36,5,1,2,11975,1542,10433,1211,35,0.129
714989583,1,46,M,2,2,1,$60K - $80K,1,36,3,2,3,15405,1691,13714,1763,44,0.11
820355433,1,43,M,3,4,2,$40K - $60K,1,38,6,1,1,2615,0,2615,1395,34,0
715901508,1,35,M,1,1,1,$80K - $120K,1,25,6,1,2,23991,2307,21684,1843,43,0.096
710370483,1,39,F,4,5,1,Less than $40K,1,31,4,3,3,1888,1292,596,1517,33,0.684
778573233,1,61,F,1,2,1,Less than $40K,1,54,3,2,2,3102,2091,1011,1977,50,0.674
708833133,1,40,F,3,2,0,Less than $40K,1,29,5,2,2,3170,2517,653,2027,49,0.794
719885883,1,53,M,3,5,2,$120K +,1,36,6,2,0,34516,1901,32615,1497,43,0.055
712523283,1,55,M,2,4,1,$120K +,1,41,4,3,2,14938,0,14938,1134,31,0
711309033,1,41,M,2,4,2,$60K - $80K,1,24,6,2,2,17298,2310,14988,3663,65,0.134
708134283,1,35,M,2,3,1,Less than $40K,1,36,4,3,3,3131,629,2502,1483,31,0.201
720147633,1,61,M,1,4,2,$40K - $60K,1,47,3,2,2,11915,1631,10284,1956,63,0.137
708983658,2,51,M,2,3,2,$120K +,1,39,3,3,1,16868,0,16868,940,25,0
766285608,1,42,M,3,1,2,$40K - $60K,1,35,4,3,3,3266,1900,1366,2183,56,0.582
779715108,1,46,M,2,4,0,$80K - $120K,1,30,3,3,3,2770,1286,1484,2920,74,0.464
798035358,1,46,F,4,1,2,Less than $40K,1,40,3,2,2,3556,2172,1384,1221,41,0.611
719391783,1,46,M,4,3,1,$40K - $60K,1,35,3,2,2,9149,1566,7583,1790,60,0.171
809342208,1,26,M,0,2,2,Unknown,1,19,4,1,2,1438.3,0,1438.3,2005,47,0
780713058,1,46,M,3,1,1,$60K - $80K,1,35,4,3,3,14701,1635,13066,3490,69,0.111
779338683,1,62,M,1,2,1,$60K - $80K,1,44,5,2,2,14825,962,13863,1904,49,0.065
783387783,1,55,M,2,3,0,$60K - $80K,1,49,4,5,3,10127,1873,8254,1647,53,0.185
787800108,1,55,M,2,5,1,$80K - $120K,1,45,5,1,2,2929,2431,498,1903,39,0.83
721397808,1,32,M,0,1,1,$40K - $60K,1,24,5,2,0,3735,1176,2559,1564,41,0.315
778698408,1,37,F,4,3,1,Less than $40K,1,18,5,1,2,2930,2024,906,1686,34,0.691
709545333,1,33,F,4,1,2,Unknown,1,29,6,2,3,12716,1496,11220,2412,64,0.118
716032233,1,42,M,2,5,1,$80K - $120K,1,32,5,2,2,22120,1805,20315,3981,65,0.082
717835908,1,33,M,2,6,1,$80K - $120K,1,22,3,3,3,1438.3,681,757.3,2730,48,0.473
719466558,1,60,F,0,1,2,Unknown,1,36,3,2,2,4546,0,4546,1361,34,0
778663458,2,65,M,1,1,1,Less than $40K,1,47,3,2,1,1759,0,1759,821,18,0
716024808,2,57,M,1,2,1,$80K - $120K,1,36,3,3,3,4829,2418,2411,938,21,0.501
713008308,1,59,F,0,4,1,Less than $40K,1,47,5,3,2,7692,1678,6014,1861,42,0.218
794831733,1,45,F,5,2,1,Less than $40K,1,39,4,3,2,2156,1208,948,1345,28,0.56
713854608,1,62,M,1,3,1,$60K - $80K,1,36,6,3,3,9521,1669,7852,2444,63,0.175
715993608,1,51,M,2,5,2,$120K +,1,41,6,3,2,26714,2517,24197,1686,50,0.094
789368658,1,57,M,2,2,1,$80K - $120K,1,47,6,2,3,2092,1387,705,1468,30,0.663
802817358,1,38,F,3,1,1,Unknown,1,32,4,2,1,11594,2072,9522,2320,51,0.179
708098133,1,32,F,0,2,1,Less than $40K,1,19,6,1,0,2834,1418,1416,1598,39,0.5
801499908,1,43,F,4,2,1,Less than $40K,1,37,4,3,2,4724,2056,2668,1232,31,0.435
824770683,1,51,F,0,4,0,Less than $40K,1,47,6,4,3,3049,1151,1898,4027,76,0.378
718310733,1,50,M,2,4,0,$80K - $120K,1,36,4,3,1,20614,0,20614,1922,48,0
708162558,1,64,F,0,3,1,Unknown,1,54,6,1,2,3250,1992,1258,1355,36,0.613
721129383,1,53,F,1,7,1,Less than $40K,1,36,3,1,2,3128,2517,611,2361,42,0.805
721249158,2,42,M,2,3,2,$60K - $80K,1,30,2,2,3,6414,0,6414,708,14,0
721049658,1,53,M,3,2,2,$80K - $120K,1,34,6,3,0,2506,0,2506,1687,62,0
806392908,1,52,F,4,1,2,Unknown,1,47,6,2,3,7469,2338,5131,1212,33,0.313
714886533,1,60,F,2,1,1,Less than $40K,1,36,4,3,2,3460,2517,943,1752,34,0.727
772375533,1,30,M,1,2,1,$80K - $120K,1,19,5,3,2,9959,2377,7582,1560,39,0.239
826775058,1,43,F,3,3,1,Less than $40K,1,39,4,1,2,4175,2517,1658,1520,36,0.603
711878733,1,60,M,1,3,1,$60K - $80K,1,48,3,1,3,10264,2073,8191,1685,45,0.202
714550383,1,46,M,2,1,2,$40K - $60K,1,36,4,3,3,4129,0,4129,1678,40,0
712636308,1,65,F,2,1,1,$40K - $60K,1,45,6,2,2,2658,1514,1144,1627,26,0.57
772139433,1,44,F,2,5,2,$40K - $60K,1,33,4,2,3,4589,1240,3349,1637,61,0.27
709058808,1,56,F,2,5,1,Less than $40K,1,36,6,1,2,2781,1035,1746,1707,42,0.372
813240408,1,45,F,4,1,1,Unknown,1,39,4,3,2,24880,836,24044,1208,25,0.034
767753958,1,37,M,3,2,3,$40K - $60K,1,31,6,1,2,8504,1956,6548,1881,51,0.23
710111733,1,48,M,2,1,1,$80K - $120K,1,39,5,1,3,8091,1996,6095,1360,28,0.247
761544333,1,37,F,4,5,1,$40K - $60K,1,30,4,4,3,3417,2517,900,1641,32,0.737
788814783,1,39,M,1,3,2,$60K - $80K,1,22,4,3,3,9204,845,8359,1820,58,0.092
715034358,1,41,M,2,2,1,$120K +,1,32,5,2,3,14302,2097,12205,1505,35,0.147
709624533,1,55,F,2,1,1,Less than $40K,1,45,5,2,0,3187,2517,670,1627,38,0.79
709942383,1,34,M,1,2,1,$80K - $120K,1,36,5,3,2,6313,782,5531,1703,34,0.124
803957508,1,52,M,2,4,2,$80K - $120K,1,47,6,1,3,15904,1024,14880,1433,33,0.064
713378133,1,54,F,0,6,2,Less than $40K,3,39,6,2,3,11696,2288,9408,2445,60,0.196
709217358,1,40,M,3,6,1,$80K - $120K,1,36,5,3,2,20371,1832,18539,1665,45,0.09
720998358,1,52,M,0,1,1,$120K +,3,41,3,3,1,34516,1043,33473,1489,38,0.03
721051908,1,45,M,3,2,2,$60K - $80K,1,33,3,1,3,7552,0,7552,1393,32,0
715232058,1,61,M,0,6,1,$40K - $60K,1,53,5,1,2,5561,1434,4127,1820,42,0.258
806250783,1,57,F,2,1,1,Less than $40K,1,52,6,3,2,1441,0,1441,2742,58,0
817245183,1,51,M,2,4,3,$120K +,1,33,6,2,2,19715,1014,18701,1979,40,0.051
713670333,1,60,M,1,4,2,Less than $40K,1,52,5,3,2,2486,1464,1022,1378,27,0.589
826477083,1,48,F,2,5,1,Less than $40K,1,44,5,1,3,4570,2439,2131,1520,34,0.534
788728608,1,34,M,0,1,1,$40K - $60K,1,13,3,3,2,3870,1394,2476,1588,36,0.36
717190533,1,49,M,4,1,1,$60K - $80K,1,36,6,3,2,12938,661,12277,1282,32,0.051
716580033,1,53,M,3,1,1,$120K +,1,36,3,1,3,21178,1796,19382,1872,59,0.085
711644508,1,34,M,2,3,2,$80K - $120K,1,36,3,2,0,12182,1136,11046,2295,63,0.093
714334383,1,54,M,2,2,1,$60K - $80K,1,42,6,2,0,3583,0,3583,1065,28,0
720611058,1,40,M,3,2,2,$120K +,1,27,4,2,3,17018,0,17018,1550,47,0
712420833,1,49,F,5,5,2,Unknown,1,41,6,3,2,16031,2245,13786,1527,57,0.14
713845083,2,41,F,4,1,2,Less than $40K,1,36,6,2,3,4203,2517,1686,1489,43,0.599
713756508,1,46,M,3,2,0,Less than $40K,1,36,5,1,3,4213,997,3216,1264,30,0.237
735565158,1,46,M,4,2,1,$60K - $80K,1,33,6,2,2,21548,1180,20368,1582,38,0.055
714131058,1,30,M,0,2,3,$60K - $80K,1,36,3,5,3,18513,2517,15996,1567,33,0.136
717180633,1,59,M,1,6,1,$40K - $60K,1,36,4,2,2,2483,1372,1111,1704,35,0.553
717295683,1,50,M,0,7,2,$80K - $120K,1,38,5,2,2,3460,1881,1579,1546,35,0.544
713128833,1,49,M,2,4,3,$60K - $80K,1,36,5,3,2,6511,1790,4721,1478,38,0.275
813499458,2,45,M,5,1,3,$60K - $80K,1,40,3,3,1,1438.3,0,1438.3,2132,31,0
710070183,1,53,F,1,1,2,Less than $40K,1,36,3,2,2,2615,1772,843,1419,38,0.678
789605658,1,42,F,1,7,1,$40K - $60K,1,35,4,3,2,2985,2355,630,1065,27,0.789
710045058,1,46,M,5,1,1,$40K - $60K,3,28,5,1,3,18797,2158,16639,1364,40,0.115
710164683,1,33,M,1,2,1,$60K - $80K,1,22,3,1,3,2859,2517,342,2247,36,0.88
710802258,1,46,F,2,2,1,Less than $40K,1,38,4,3,0,2888,2245,643,1111,26,0.777
721036233,1,61,M,0,1,1,$60K - $80K,1,36,4,3,3,9172,1567,7605,1836,42,0.171
710036508,1,42,M,5,3,1,$40K - $60K,1,34,5,3,2,14281,1519,12762,1164,35,0.106
717776808,1,47,F,4,2,2,Less than $40K,1,39,3,2,3,7353,1450,5903,2005,54,0.197
714906033,1,47,F,2,2,2,Less than $40K,1,36,6,2,2,5145,0,5145,1588,35,0
714273708,1,53,F,4,2,1,$40K - $60K,1,36,3,2,3,4753,2472,2281,2242,49,0.52
721117533,1,46,F,3,2,2,Less than $40K,1,26,3,3,3,2171,1418,753,1415,45,0.653
715374558,1,26,M,0,5,0,Less than $40K,1,36,5,2,3,4150,456,3694,2483,74,0.11
824807658,1,45,M,3,2,1,$60K - $80K,1,41,6,3,3,9106,2477,6629,1239,33,0.272
714940608,1,36,M,2,1,0,$40K - $60K,1,36,3,3,2,2686,1733,953,2057,53,0.645
824782008,1,42,M,3,1,3,$60K - $80K,1,38,5,1,2,10239,510,9729,1228,26,0.05
717561108,1,52,M,1,2,1,$80K - $120K,1,36,4,3,2,34516,549,33967,1629,32,0.016
717127083,1,37,M,3,2,1,$120K +,1,25,3,3,0,15017,1733,13284,2076,58,0.115
772460508,1,53,M,1,3,1,$40K - $60K,1,43,3,1,2,4426,1530,2896,1231,34,0.346
720484908,1,65,F,1,6,1,$40K - $60K,1,52,5,3,3,2155,0,2155,1655,27,0
771237933,1,47,M,1,3,3,$80K - $120K,1,34,4,1,3,20620,1085,19535,1477,23,0.053
794664183,1,38,M,0,3,1,$60K - $80K,1,19,3,1,3,3238,2146,1092,1501,45,0.663
797488158,1,52,M,2,1,1,$60K - $80K,1,46,5,3,0,14316,1081,13235,1313,36,0.076
708543258,1,36,M,3,1,1,$80K - $120K,1,36,5,3,2,2607,1880,727,2045,39,0.721
778706508,1,43,M,4,5,1,$60K - $80K,1,24,3,5,4,6231,0,6231,1448,30,0
712240083,2,38,F,3,4,2,Less than $40K,1,30,6,2,2,3730,2517,1213,858,22,0.675
713650683,1,65,F,0,2,1,Less than $40K,1,56,4,1,4,3094,2266,828,1591,37,0.732
772532208,2,51,F,2,7,1,Less than $40K,1,41,2,2,3,6630,916,5714,842,24,0.138
778929783,2,40,M,3,2,0,$80K - $120K,1,22,2,2,3,1925,0,1925,781,28,0
714244383,1,39,M,3,5,3,$80K - $120K,1,36,4,2,3,33406,1692,31714,1529,30,0.051
718797558,1,39,F,1,2,1,Unknown,1,30,3,2,3,2917,1357,1560,2422,46,0.465
712821333,1,60,M,0,3,1,$60K - $80K,1,47,3,3,3,9452,2517,6935,1825,50,0.266
721120008,1,43,F,2,3,2,$40K - $60K,1,29,6,3,2,2162,1377,785,1555,29,0.637
709633533,1,31,M,2,3,1,Less than $40K,1,18,3,2,4,1438.3,0,1438.3,2789,50,0
710789058,1,55,M,1,2,2,$120K +,1,42,4,2,3,34516,1478,33038,1308,41,0.043
716174433,1,65,F,1,5,1,Less than $40K,1,54,3,3,3,2888,1134,1754,2489,54,0.393
789886533,1,54,F,1,1,1,Less than $40K,1,44,3,3,3,3947,1746,2201,1110,21,0.442
715210308,1,40,F,1,1,1,Unknown,1,31,3,3,4,15970,1212,14758,1260,32,0.076
721038408,1,38,F,2,1,1,Less than $40K,1,27,4,1,2,1830,0,1830,1741,43,0
713325108,1,36,M,2,6,1,$60K - $80K,1,29,5,3,3,7712,2517,5195,1845,40,0.326
720352533,1,43,M,3,1,3,$60K - $80K,1,36,5,3,3,20811,1425,19386,1483,38,0.068
708431433,1,41,M,3,2,1,$120K +,1,31,3,3,2,11789,1420,10369,1463,32,0.12
716996583,1,50,M,3,1,0,$120K +,1,37,3,1,2,3073,1792,1281,1734,35,0.583
718699683,1,48,M,3,5,1,$80K - $120K,3,36,6,2,2,34516,0,34516,1733,54,0
771359958,1,39,M,4,4,2,$120K +,3,26,6,2,2,34516,2517,31999,1689,42,0.073
716604633,1,55,F,2,6,1,$40K - $60K,1,46,6,2,2,6725,2025,4700,1865,53,0.301
813952233,1,44,M,3,2,3,Less than $40K,1,39,5,2,4,2978,2134,844,1413,46,0.717
713053383,2,42,M,3,2,1,$80K - $120K,1,36,1,1,3,34516,781,33735,853,12,0.023
709979583,1,54,M,3,2,1,$120K +,1,46,3,1,3,34516,854,33662,1999,54,0.025
709380333,1,57,M,1,3,1,$120K +,1,36,6,2,3,24545,1735,22810,1671,45,0.071
778574283,1,53,F,1,3,1,$40K - $60K,1,46,5,2,3,1438.3,0,1438.3,2118,64,0
789875883,1,41,F,4,3,2,Less than $40K,1,31,5,1,2,2490,627,1863,1391,45,0.252
714661233,1,39,M,1,2,2,$120K +,1,24,6,2,4,10074,2517,7557,1729,52,0.25
813915933,1,45,M,2,2,0,$40K - $60K,1,40,3,3,2,2259,954,1305,1393,35,0.422
708358683,1,46,M,2,2,1,$80K - $120K,3,35,6,3,2,34516,1236,33280,1665,40,0.036
824761458,1,54,M,2,1,1,$80K - $120K,1,50,4,2,3,9519,1936,7583,2489,62,0.203
715362183,1,40,F,4,2,1,Unknown,1,36,3,1,2,3706,1043,2663,1688,38,0.281
721194858,1,48,M,4,2,3,$80K - $120K,1,40,6,2,2,4438,2472,1966,1725,60,0.557
803595858,2,56,F,3,1,1,$40K - $60K,1,51,5,2,1,1438.3,0,1438.3,594,14,0
716198358,1,33,F,4,6,1,$40K - $60K,1,36,4,2,3,2372,1887,485,1852,55,0.796
714173808,1,44,F,4,2,2,Less than $40K,1,34,5,1,2,4214,1249,2965,1389,34,0.296
709465758,1,62,F,1,6,1,Less than $40K,1,53,3,1,3,1438.3,0,1438.3,902,31,0
714081558,1,33,F,0,2,1,Unknown,1,36,4,2,4,2613,1599,1014,1387,31,0.612
717364458,1,36,F,3,1,1,Less than $40K,1,26,6,1,4,4331,1445,2886,2053,33,0.334
778755858,1,46,M,3,2,3,$80K - $120K,1,27,5,1,3,3665,1725,1940,1881,55,0.471
710754933,2,61,F,0,2,1,Less than $40K,1,49,6,2,3,1438.3,0,1438.3,840,20,0
720007383,2,41,F,2,4,2,Unknown,1,28,2,1,3,4411,2517,1894,803,15,0.571
810220833,1,42,M,4,2,3,$40K - $60K,3,37,3,6,2,15871,2086,13785,1562,43,0.131
718362783,2,35,M,2,2,1,$80K - $120K,1,27,3,2,3,12643,0,12643,787,21,0
708267858,1,65,F,0,1,1,$40K - $60K,1,36,5,2,3,6088,2145,3943,2098,52,0.352
708856983,2,36,M,3,6,1,$120K +,1,27,2,1,2,13873,0,13873,694,18,0
715588908,1,42,F,4,2,2,Less than $40K,1,32,3,2,3,6158,0,6158,3132,66,0
772674933,1,51,M,1,3,1,$80K - $120K,1,41,5,3,3,5638,808,4830,2036,50,0.143
720148983,1,54,F,1,3,1,Less than $40K,1,40,5,2,4,2178,1144,1034,1724,47,0.525
720650208,1,40,F,3,5,3,$40K - $60K,1,22,3,3,3,12588,2005,10583,1561,26,0.159
769732233,1,40,M,5,2,1,$80K - $120K,1,34,6,2,4,11942,1651,10291,1085,29,0.138
713030958,1,57,F,2,5,1,Less than $40K,1,44,6,3,2,3914,0,3914,1964,54,0
711320508,1,57,M,4,2,1,$80K - $120K,1,49,4,2,4,3038,1410,1628,1762,34,0.464
795795408,1,53,M,2,3,1,$40K - $60K,1,47,3,1,3,5579,1423,4156,1514,47,0.255
717904383,1,40,M,2,2,1,$80K - $120K,1,31,5,1,2,18693,2052,16641,1516,44,0.11
714115533,1,28,M,0,2,1,Less than $40K,1,18,5,1,3,2943,1789,1154,2591,55,0.608
712475733,1,38,F,3,1,1,Less than $40K,1,28,4,2,3,2435,1888,547,1847,39,0.775
718996758,1,37,F,2,2,1,Less than $40K,1,30,5,2,2,2077,1392,685,1629,36,0.67
713049933,1,65,F,1,1,1,Unknown,1,36,5,2,2,5756,0,5756,2144,44,0
709961958,2,58,F,4,1,0,Unknown,1,45,4,1,1,21065,2517,18548,1060,32,0.119
718301508,1,41,M,2,1,1,$60K - $80K,1,30,6,3,2,9428,1765,7663,1457,43,0.187
714831033,1,54,M,5,2,1,$80K - $120K,1,47,4,1,3,6065,1728,4337,1114,27,0.285
710653158,1,39,F,4,2,1,Unknown,1,21,6,1,4,5024,1613,3411,1925,40,0.321
721265883,1,26,M,1,2,2,Less than $40K,1,13,3,3,2,2174,1514,660,2510,44,0.696
715049583,1,60,M,1,4,1,$60K - $80K,1,54,5,3,3,3398,2341,1057,1169,31,0.689
715394883,1,35,F,2,1,1,Unknown,1,36,3,2,4,4319,1151,3168,1852,47,0.266
773448558,1,46,M,3,2,0,$80K - $120K,1,40,6,3,3,3673,2292,1381,1257,34,0.624
717249783,1,47,M,4,4,3,$60K - $80K,1,39,5,2,2,1815,740,1075,1931,67,0.408
708344358,1,53,F,3,1,1,Unknown,1,45,5,1,3,2495,1354,1141,1311,31,0.543
712003083,1,55,M,1,2,1,$80K - $120K,1,36,3,2,4,34516,2102,32414,1612,33,0.061
754282908,1,50,F,1,6,1,Less than $40K,1,43,3,1,3,3368,844,2524,2022,59,0.251
717412608,2,38,F,2,1,1,$40K - $60K,1,28,3,2,2,7225,0,7225,738,16,0
719412258,1,39,F,3,2,2,Less than $40K,1,30,5,3,4,5202,815,4387,1558,48,0.157
788675658,1,39,F,2,4,2,Less than $40K,1,29,6,2,4,1923,845,1078,1670,37,0.439
717683583,1,39,M,3,1,2,$60K - $80K,1,36,4,2,3,6929,1691,5238,1388,27,0.244
820584408,1,49,F,3,2,2,Less than $40K,1,44,3,3,2,4364,1507,2857,1392,38,0.345
719392833,1,45,F,3,2,1,Less than $40K,1,38,3,3,2,2400,1613,787,1311,34,0.672
718595583,1,55,M,3,2,1,$80K - $120K,1,36,3,2,3,25878,1733,24145,1777,54,0.067
778508883,1,44,M,5,2,1,$120K +,1,24,4,1,4,11876,1926,9950,1367,33,0.162
